id	positive	nutral	negative
employee_1168	0.32384616136550903	0.1474466621875763	0.5287072062492371
employee_605	0.27649402618408203	0.19765187799930573	0.5258541107177734
employee_474	0.5596504807472229	0.1177726611495018	0.3225768804550171
employee_1030	0.7204869389533997	0.103559210896492	0.17595383524894714
employee_1004	0.8618654608726501	0.048103414475917816	0.09003112465143204
employee_1087	0.7634603381156921	0.08770307153463364	0.14883658289909363
employee_895	0.3699161112308502	0.1329004019498825	0.49718353152275085
employee_1014	0.8228185772895813	0.11064453423023224	0.06653694063425064
employee_555	0.41368094086647034	0.1939592808485031	0.39235976338386536
employee_938	0.25509172677993774	0.23793266713619232	0.5069755911827087
employee_1209	0.8298234343528748	0.09149672091007233	0.07867980748414993
employee_1077	0.3652779757976532	0.06408923119306564	0.570632815361023
employee_894	0.7147383689880371	0.08864150941371918	0.1966201663017273
employee_943	0.27615222334861755	0.20242498815059662	0.521422803401947
employee_446	0.4838365912437439	0.18863578140735626	0.32752758264541626
employee_905	0.526741623878479	0.1575888693332672	0.3156694769859314
employee_675	0.49475419521331787	0.18759673833847046	0.3176490068435669
employee_562	0.9652878046035767	0.020135359838604927	0.014576807618141174
employee_222	0.9019384980201721	0.048938266932964325	0.049123235046863556
employee_318	0.6653246879577637	0.13309085369110107	0.20158451795578003
employee_977	0.5724673867225647	0.1428595781326294	0.2846730053424835
employee_471	0.44974663853645325	0.16413770616054535	0.3861156105995178
employee_258	0.6731383800506592	0.14078524708747864	0.18607637286186218
employee_20	0.033625274896621704	0.025484761223196983	0.9408899545669556
employee_1100	0.7241005897521973	0.12642991542816162	0.1494695246219635
employee_1142	0.6394044160842896	0.10605840384960175	0.2545371353626251
employee_75	0.9045475125312805	0.02793492190539837	0.06751757860183716
employee_18	0.7444091439247131	0.08604314178228378	0.16954773664474487
employee_341	0.7107164859771729	0.08712687343358994	0.20215663313865662
employee_306	0.6512367725372314	0.11589987576007843	0.23286336660385132
employee_254	0.9846115708351135	0.010859034955501556	0.0045294202864170074
employee_260	0.9742306470870972	0.017898911610245705	0.007870539091527462
employee_269	0.7749110460281372	0.10329344123601913	0.12179545313119888
employee_757	0.8877114057540894	0.05591250956058502	0.056376051157712936
employee_295	0.9578089118003845	0.030367527157068253	0.011823582462966442
employee_1081	0.8954476118087769	0.06389319151639938	0.04065926373004913
employee_733	0.5389677882194519	0.12748387455940247	0.33354830741882324
employee_704	0.3166000545024872	0.057173777371644974	0.6262261271476746
employee_116	0.7378231287002563	0.117660753428936	0.14451609551906586
employee_368	0.9307166934013367	0.0637819692492485	0.005501378793269396
employee_780	0.8509535193443298	0.05679827928543091	0.09224826842546463
employee_36	0.615470826625824	0.16138482093811035	0.2231443226337433
employee_463	0.9954934120178223	0.002982492558658123	0.0015241203363984823
employee_803	0.9851941466331482	0.009603605605661869	0.005202174186706543
employee_633	0.9833946228027344	0.012804507277905941	0.003800787031650543
employee_699	0.9809391498565674	0.011644563637673855	0.007416255306452513
employee_97	0.984952986240387	0.008017207495868206	0.00702974246814847
employee_802	0.9808127284049988	0.010451775044202805	0.008735508657991886
employee_111	0.9125471711158752	0.058624062687158585	0.02882876805961132
employee_603	0.01446443796157837	0.12210652977228165	0.863429069519043
employee_1149	0.6042496562004089	0.14415401220321655	0.2515963017940521
employee_253	0.5273429751396179	0.15837959945201874	0.31427741050720215
employee_623	0.1370653510093689	0.19980840384960175	0.6631262302398682
employee_982	0.45314183831214905	0.17936505377292633	0.3674930930137634
